room_type,contract_type,price,address,description,area,floor_info,room_bath_count,maintenance_fee,move_in_date,direction,image_url,sale_price,deposit,monthly_rent,latitude,longitude,dong_name,gu_name
오피스텔,단기임대,150/150,서울시 강남구 개포동 186-13,"1룸풀옵,초역세권, 대치학원가 도보권",,9/17층,1/1개,100000,즉시입주 협의가능,남향(안방 기준),,,,
오피스텔,단기임대,100/140,서울시 강남구 개포동 13-3,단기전용 공원전망 이중창화장실싱크대등 올수리 가전신품 호텔식,,7/26층,1/1개,100000,2025년 3월 22일 협의가능,북동향(안방 기준),,,,
오피스텔,월세,"2,000/160",서울시 강남구 개포동 186-13,-,,15/17층,1/1개,150000,즉시입주 협의가능,북향(거실 기준),,,2000,160
오피스텔,월세,"1,000/102",서울시 강남구 개포동 186-13,개포동 역 1분거리 깨끗하고 안전 대치역 도보 10분거리,,9/17층,1/1개,200000,즉시입주 협의가능,남향(거실 기준),,,1000,102
오피스텔,월세,"1,000/90",서울시 강남구 개포동 13-3,대청역 업무용원룸 내부전체수리 난방좋음 조용하고 쾌적함,,7/26층,1/1개,100000,즉시입주,남서향(안방 기준),,,1000,90
오피스텔,월세,"1,000/138",서울시 강남구 개포동 186-13,Ace 18 주임사 전입가능 최저가,,10/17층,1/1개,180000,즉시입주 협의가능,북향(거실 기준),,,1000,138
오피스텔,월세,"1,000/100",서울시 강남구 개포동 186-13,"1룸풀옵션,지하철역 초 역세권",,9/17층,1/1개,100000,즉시입주 협의가능,남향(거실 기준),https://landthumb-phinf.pstatic.net/20250310_251/174158865408238lRQ_JPEG/lg.jpg?type=m400_350,,1000,100
오피스텔,전세,"3억 2,000",서울시 강남구 개포동 1194-1,남향이라 밝은집으로 고층이라 더 환함.,,7/8층,2/1개,0,즉시입주 협의가능,남향(거실 기준),https://landthumb-phinf.pstatic.net/20250317_185/1742177923290yxQ2b_JPEG/src_image_1.jpg?type=m400_350,32000,,
오피스텔,월세,"5,000/88",서울시 강남구 개포동 1237-3,"복층 최신주거겸용오피스텔, 확정일자 가능",,2/6층,1/1개,100000,2025년 4월 20일 협의가능,동향(거실 기준),,,5000,88
오피스텔,월세,"1,000/160",서울시 강남구 개포동 186-13,-,,13/17층,1/1개,150000,2024년 8월 31일 협의가능,북향(안방 기준),https://landthumb-phinf.pstatic.net/20250306_259/1741221303905pEnsQ_JPEG/%BD%BA%C5%A9%B8%B0%BC%A6_2024-03-23_%BF%C0%C0%FC_11.27.04.jpg?type=m400_350,,1000,160
오피스텔,월세,"1,000/90",서울시 강남구 개포동 13-3,이중창화장실싱크대붙박이장등 최근올수리 가전신품 빠른입주가능,,5/26층,1/1개,110000,즉시입주 협의가능,남서향(안방 기준),,,1000,90
오피스텔,단기임대,100/140,서울시 강남구 개포동 13-3,호텔식 풀옵션 단기임대집입니다,,20/26층,1/1개,180000,즉시입주 협의가능,남서향(안방 기준),,,,
오피스텔,월세,"1,000/90",서울시 강남구 개포동 13-3,-,,5/26층,1/1개,120000,즉시입주,서향(거실 기준),,,1000,90
오피스텔,단기임대,300/90,서울시 강남구 개포동 1246-3,1개월부터 계약가능한 풀옵션 원룸입니다.,,2/6층,1/1개,140000,즉시입주,남향(안방 기준),https://landthumb-phinf.pstatic.net/20250314_207/1741932460759pnnaU_JPEG/KakaoTalk_20240319_144712404_01.jpg?type=m400_350,,,
오피스텔,월세,"2,000/170",서울시 강남구 개포동 186-13,Ace 18 업무용 북향 양재천 계절감상,,13/17층,1/1개,180000,즉시입주 협의가능,북향(거실 기준),,,2000,170
오피스텔,월세,"1,000/70",서울시 강남구 개포동 13-3,전망 최고의 업무용 사무실,,22/26층,1/1개,130000,2025년 3월 21일 협의가능,남동향(안방 기준),,,1000,70
오피스텔,월세,"1억 5,000/30",서울시 강남구 개포동 157-9,-,,중/7층,1/1개,100000,즉시입주 협의가능,남동향(거실 기준),https://landthumb-phinf.pstatic.net/20250317_66/1742193429241oM5MX_JPEG/1724239846566291.jpg?type=m400_350,,15000,30
오피스텔,월세,"2,000/85",서울시 강남구 개포동 13-3,특올수리.전입가능.마루공원조망.주차1대무료,,5/26층,1/1개,120000,2025년 3월 26일 협의가능,동향(거실 기준),,,2000,85
오피스텔,월세,"3,000/110",서울시 강남구 개포동 1237-3,-,,중/6층,1/1개,100000,즉시입주 협의가능,동향(안방 기준),,,3000,110
오피스텔,월세,"1,000/100",서울시 강남구 개포동 186-13,"남향, 사업자, 하시",,10/17층,1/1개,160000,즉시입주 협의가능,남향(안방 기준),,,1000,100
오피스텔,월세,"1,000/78",서울시 강남구 개포동 13-3,올수리 깨끗하고 따뜻한 집입니다,,저/26층,1/1개,170000,즉시입주 협의가능,남서향(안방 기준),,,1000,78
오피스텔,월세,"1,000/80",서울시 강남구 개포동 13-3,이중창화장실싱크대등 올수리 업무사무실및 주거가능,,저/26층,1/1개,100000,즉시입주,남서향(안방 기준),,,1000,80
오피스텔,월세,140/140,서울시 강남구 개포동 186-13,단기월세 3개월이상. 전입불가 남향 빠른입주가능,,11/17층,1/1개,150000,즉시입주,남향(거실 기준),,,140,140
오피스텔,단기임대,150/150,서울시 강남구 개포동 186-13,"1룸풀옵션,초역세권, 대치학원가 도보권",,9/17층,1/1개,100000,즉시입주,남향(거실 기준),https://landthumb-phinf.pstatic.net/20250225_255/1740470786738HpdE3_JPEG/lg.jpg?type=m400_350,,,
오피스텔,월세,"1,000/100",서울시 강남구 개포동 186-13,하시,,11/17층,1/1개,160000,2025년 3월 10일 협의가능,남향(안방 기준),,,1000,100
오피스텔,월세,"1,500/90",서울시 강남구 개포동 13-3,"화장실,이중창,싱크대 수리, 주거용, 전입가능",,5/26층,1/1개,130000,2025년 06월 중순 협의가능,남서향(안방 기준),,,1500,90
오피스텔,전세,"1억 8,900",서울시 강남구 개포동 1229-6,"대출,보증보험 가입 가능한 오피스텔, 포이사거리 및 양재천 인근",,중/8층,1/1개,120000,즉시입주 협의가능,남동향(거실 기준),https://landthumb-phinf.pstatic.net/20250311_39/1741664781432SeHPV_JPEG/2025031111255588736_38436_rot.jpg?type=m400_350,18900,,
오피스텔,월세,"1,000/100",서울시 강남구 개포동 186-13,"개포동역1분거리 대치역 도보 10분, 안전 깨끗한곳",,15/17층,1/1개,150000,즉시입주,남향(거실 기준),https://landthumb-phinf.pstatic.net/20250221_228/1740101068129eF127_JPEG/tempImage8acUWN.jpg?type=m400_350,,1000,100
오피스텔,월세,"1,000/105",서울시 강남구 개포동 186-13,"사업용, 양재천뷰 깨끗하고 안전함 바른입주",,11/17층,1/1개,150000,즉시입주,북향(안방 기준),,,1000,105
오피스텔,월세,"1,000/100",서울시 강남구 개포동 186-13,-,,15/17층,1/1개,150000,즉시입주,북향(안방 기준),,,1000,100
오피스텔,월세,"1,000/90",서울시 강남구 개포동 13-3,-,,8/26층,1/1개,120000,2025년 3월 16일 협의가능,서향(거실 기준),,,1000,90
오피스텔,월세,"2,000/140",서울시 강남구 개포동 186-13,업무용 사업자필요 빠른입주가능 테라스있음 뻥뚫린양재천뷰,,8/17층,1/1개,150000,즉시입주,북향(거실 기준),,,2000,140
오피스텔,단기임대,100/140,서울시 강남구 개포동 13-3,-,,9/26층,1/1개,100000,2025년 2월 25일 협의가능,북서향(안방 기준),,,,
오피스텔,월세,140/140,서울시 강남구 개포동 186-13,단기 임대 가능 귀한 매물 즉시 입주가능,,9/17층,1/1개,100000,즉시입주,남향(거실 기준),,,140,140
오피스텔,단기임대,100/140,서울시 강남구 개포동 13-3,단기전용 이중창화장실싱크대 올수리 가전신품 호텔식 주차1대무료,,19/26층,1/1개,100000,2025년 5월 20일 협의가능,남서향(안방 기준),,,,
오피스텔,단기임대,100/140,서울시 강남구 개포동 13-3,단기전용 공원전망 이중창화장실싱크대등 올수리 풀옵션 호텔식 주차1대무료,,13/26층,1/1개,100000,2025년 3월 14일 협의가능,북동향(안방 기준),,,,
오피스텔,월세,"1,000/80",서울시 강남구 개포동 13-3,이중창화장실싱크대수리된 업무사무실 및 주거가능함,,5/26층,1/1개,100000,2025년 3월 21일 협의가능,남서향(안방 기준),,,1000,80
오피스텔,월세,"1,000/90",서울시 강남구 개포동 13-3,마루공원 롯데타워전망 이중창화장실싱크대붙박이장등 올수리 주거용,,5/26층,1/1개,100000,2025년 3월 17일 협의가능,남동향(안방 기준),,,1000,90
오피스텔,월세,"1,000/100",서울시 강남구 개포동 186-13,"양재천뷰,사업자,즉입가",,11/17층,1/1개,170000,즉시입주 협의가능,북향(거실 기준),,,1000,100
오피스텔,단기임대,100/140,서울시 강남구 개포동 13-3,단기전용 이중창화장실싱크대등 올수리 풀옵션 가전신품 호텔식,,17/26층,1/1개,100000,2025년 5월 10일 협의가능,남서향(안방 기준),,,,
오피스텔,월세,"1,000/75",서울시 강남구 개포동 13-3,화장실 수리된 밝고 깨끗한 주거용,,저/26층,1/1개,130000,2025년 4월 7일 협의가능,남서향(안방 기준),,,1000,75
오피스텔,월세,"1,000/90",서울시 강남구 개포동 13-3,마루공원 롯데타워전망 이중창화장실싱크대붙박이장등 올수리 주거용,,고/26층,1/1개,100000,2025년 5월 2일 협의가능,남동향(안방 기준),,,1000,90
오피스텔,단기임대,100/130,서울시 강남구 개포동 13-3,대청역 역세권,,8/26층,1/1개,90000,즉시입주 협의가능,서향(거실 기준),,,,
오피스텔,월세,300/90,서울시 강남구 개포동 1246-3,단기임대｜포이사거리｜대로변｜,,저/6층,1/1개,140000,즉시입주 협의가능,남향(거실 기준),https://landthumb-phinf.pstatic.net/20250219_227/1739948423071HMG1n_JPEG/1721640480423933.jpg?type=m400_350,,300,90
오피스텔,월세,"1,000/75",서울시 강남구 개포동 13-3,화장실 수리된 밝고 깨끗한 주거용,,11/26층,1/1개,130000,2025년 4월 9일 협의가능,남서향(거실 기준),,,1000,75
오피스텔,전세,"3억 2,000",서울시 강남구 개포동 1194-1,"대로변2룸거실화1준신축 전세3억2천만원,주차가능",,7/8층,2/1개,100000,2025년 5월 3일 협의가능,동향(거실 기준),,32000,,
오피스텔,월세,"1,000/80",서울시 강남구 개포동 13-3,"화장실,싱크대,이중창 등 올수리,주거 업무가능",,5/26층,1/1개,130000,2025년 3월 17일 협의가능,남서향(거실 기준),,,1000,80
오피스텔,월세,"1,000/75",서울시 강남구 개포동 13-3,"남향,화장실 수리된 밝고 깨끗한 업무용 사무실",,10/26층,1/1개,0,2025년 4월 2일 협의가능,남향(거실 기준),,,1000,75
오피스텔,월세,"1,500/90",서울시 강남구 개포동 13-3,"밝고 깨끗,화장실,싱크대,이중창 등 올수리,전입가능",,저/26층,1/1개,130000,2025년 6월 16일 협의가능,남서향(거실 기준),,,1500,90
오피스텔,월세,"1,000/75",서울시 강남구 개포동 13-3,"주거,업무 가능",,8/26층,1/1개,150000,즉시입주,남서향(안방 기준),,,1000,75
오피스텔,월세,100/140,서울시 강남구 개포동 13-3,풀옵션 단기전용 방입니다.,,17/26층,1/1개,150000,즉시입주,남서향(거실 기준),,,100,140
오피스텔,월세,"1,000/70",서울시 강남구 개포동 13-3,"마루공원전망, 업무용 사무실",,22/26층,1/1개,130000,2025년 3월 21일 협의가능,남동향(거실 기준),,,1000,70
오피스텔,월세,"3,600/300",서울시 강남구 청담동 91-2,아노블리. 최저가. 입주협의가능. 세금계산서발행가능,,13/16층,1/1개,400000,즉시입주,남향(거실 기준),https://landthumb-phinf.pstatic.net/20250312_228/17417565026273zjlD_JPEG/b4e0544c65561d7aa4a691c54e423855.JPG?type=m400_350,,3600,300
오피스텔,월세,1억/320,서울시 강남구 청담동 91-2,-,,11/16층,1/1개,700000,즉시입주,남향(거실 기준),https://landthumb-phinf.pstatic.net/20250311_93/1741687446052PheGR_JPEG/408c34499364426d243843b1de92b050.JPG?type=m400_350,,10000,320
오피스텔,월세,1억/320,서울시 강남구 청담동 91-2,즉시 입주 가능 시티뷰 하이엔드 오피스텔,,중/16층,1/1개,500000,즉시입주 협의가능,남동향(거실 기준),https://landthumb-phinf.pstatic.net/20250310_58/1741593370488JUSBo_JPEG/b2d55a829b528aab6f67280beeca454f.JPG?type=m400_350,,10000,320
